stratum,group_key,comparison_group_key,similarity,rationale,headline_count,source_count,sources,signal_family,event_type,primary_entity,first_reactable_session,titles,verdict,reviewer,reviewed_at,notes
multi_source,event-cluster-transparent-v1:4362,,0.6666666666666666,carried by more than one outlet,2,2,"haberturk_ekonomi,sozcu_gundem",monetary_policy,,TCMB,2026-07-24,TCMB'den Ödemeler Dengesi'nde revizyon || TCMB'den ödemeler dengesi verilerinde revizyon kararı,,,,
multi_source,event-cluster-transparent-v1:979,,1.0,carried by more than one outlet,2,2,"aa_ekonomi,dunya",market_recap,market_move,,2026-06-05,Borsa günü düşüşle tamamladı || Borsa günü düşüşle tamamladı,,,,
multi_source,event-cluster-transparent-v1:3131,,0.3,carried by more than one outlet,2,2,"bloomberght,cumhuriyet_ekonomi",monetary_policy,,TCMB,2026-07-06,Commerzbank'tan TCMB faiz yorumu || Alman devi Commerzbank'tan faiz uyarısı: TCMB'nin indirim alanı kalmadı,,,,
multi_source,event-cluster-transparent-v1:2846,,0.5,carried by more than one outlet,3,3,"bloomberght,haberturk_ekonomi,sabah_ekonomi",political_regulatory_risk,,BORSA_ISTANBUL,2026-06-30,Borsa İstanbul yeni veri merkezini yarın devreye alacak || Borsa İstanbul yeni veri merkezini yarın devreye alıyor || Borsa İstanbul yeni veri merkezini hizmete açıyor,,,,
multi_source,event-cluster-transparent-v1:3300,,0.75,carried by more than one outlet,2,2,"bloomberght,haberturk_ekonomi",inflation_macro,,DIS_TICARET,2026-07-08,İhracat ikliminde sınırlı iyileşme || İhracat ikliminde iyileşme,,,,
multi_source,event-cluster-transparent-v1:2089,,0.6666666666666666,carried by more than one outlet,4,2,"aa_ekonomi,sozcu_gundem",market_recap,,,2026-06-18,Borsa güne yükselişle başladı || Borsa güne yükselişle başladı || Borsa güne yükselişle başladı - 17 Haziran 2026 || Borsa güne yükselişle başladı - 18 Haziran 2026,,,,
multi_source,event-cluster-transparent-v1:4844,,1.0,carried by more than one outlet,2,2,"aa_ekonomi,sabah_ekonomi",market_recap,market_move,,2026-08-06,Borsa günü yükselişle tamamladı || Borsa günü yükselişle tamamladı,,,,
multi_source,event-cluster-transparent-v1:2628,,0.3333333333333333,carried by more than one outlet,3,2,"aa_ekonomi,sabah_ekonomi",monetary_policy,,HAZINE,2026-06-26,"Hazine ve Maliye Bakanlığı kira sertifikası ihracı için 6 finans kuruluşuna yetki verdi || Hazine'den 2,75 milyar dolarlık kira sertifikası ihracı || Hazine ve Maliye Bakanlığı 2,75 milyar dolar tutarında kira sertifikası ihracı gerçekleştirdi",,,,
multi_source,event-cluster-transparent-v1:2062,,0.6666666666666666,carried by more than one outlet,2,2,"bloomberght,haberturk_ekonomi",company_kap,,ASELS,2026-06-16,Aselsan ile SSB arasında 780 milyon euroluk sözleşme || ASELSAN ile SSB arasında 780 milyon Euro'luk sözleşme,,,,
multi_source,event-cluster-transparent-v1:2331,,0.6666666666666666,carried by more than one outlet,2,2,"aa_ekonomi,sozcu_gundem",market_recap,,,2026-06-19,Borsa güne düşüşle başladı || Borsa güne düşüşle başladı - 19 Haziran 2026,,,,
multi_source,event-cluster-transparent-v1:3095,,0.6666666666666666,carried by more than one outlet,2,2,"aa_ekonomi,haberturk_ekonomi",banking_financial_sector,,,2026-07-02,Bankacılık sektörünün mevduatı geçen hafta arttı || Bankacılık sektörünün mevduatı arttı,,,,
multi_source,event-cluster-transparent-v1:4092,,0.6666666666666666,carried by more than one outlet,2,2,"aa_ekonomi,sabah_ekonomi",global_risk,,,2026-07-21,"Türkiye'nin LPG ithalatı mayısta arttı || Türkiye'nin doğal gaz ithalatı mayısta yüzde 2,95 arttı",,,,
multi_source,event-cluster-transparent-v1:3832,,0.5,carried by more than one outlet,2,2,"haberturk_ekonomi,sabah_ekonomi",inflation_macro,data_release,BUTCE,2026-07-16,Bakanlık açıkladı: Bütçe Haziran'da fazla verdi! || Bütçe haziranda fazla verdi,,,,
multi_source,event-cluster-transparent-v1:4219,,0.3333333333333333,carried by more than one outlet,2,2,"cumhuriyet_ekonomi,sozcu_gundem",monetary_policy,rate_decision,TCMB,2026-07-23,Merkez Bankası faiz kararını açıklıyor: Piyasaların gözü yarınki kritik toplantıda || Türkiye Cumhuriyet Merkez Bankası faiz kararını açıkladı,,,,
multi_source,event-cluster-transparent-v1:2907,,0.3333333333333333,carried by more than one outlet,2,2,"bloomberght,dunya",global_risk,data_release,EUR,2026-07-01,Euro Bölgesi enflasyonu beklentilerden fazla yavaşladı || Euro Bölgesi enflasyonu ECB’nin temkin alanını genişletti,,,,
multi_headline_single_source,event-cluster-transparent-v1:4582,,0.3333333333333333,"several headlines, one outlet: repetition or a real story?",2,1,aa_ekonomi,political_regulatory_risk,,BORSA_ISTANBUL,2026-07-29,Borsa İstanbul'da gong Albayrak Hazır Beton Sanayi ve Ticaret AŞ için çaldı || Borsa İstanbul'da gong Metgün Enerji Yatırımları AŞ için çaldı,,,,
multi_headline_single_source,event-cluster-transparent-v1:2525,,0.3333333333333333,"several headlines, one outlet: repetition or a real story?",2,1,investing_tr_economy,global_risk,guidance,USDTRY,2026-06-23,Barclays dolar tahminlerini yükseltti || Barclays dolar toparlanması bekliyor,,,,
multi_headline_single_source,event-cluster-transparent-v1:4284,,0.6,"several headlines, one outlet: repetition or a real story?",2,1,aa_ekonomi,market_recap,market_move,,2026-07-23,Borsa günü yükselişle tamamladı || Borsa günü düşüşle tamamladı,,,,
multi_headline_single_source,event-cluster-transparent-v1:4675,,1.0,"several headlines, one outlet: repetition or a real story?",2,1,aa_ekonomi,market_recap,market_move,,2026-07-30,Borsa günü düşüşle tamamladı || Borsa günü düşüşle tamamladı,,,,
multi_headline_single_source,event-cluster-transparent-v1:4060,,0.7142857142857143,"several headlines, one outlet: repetition or a real story?",2,1,cumhuriyet_ekonomi,global_risk,,DOGALGAZ,2026-07-20,18 Temmuz 2026: Spot piyasada doğalgaz fiyatları || 28 Temmuz 2026: Spot piyasada elektrik fiyatları,,,,
multi_headline_single_source,event-cluster-transparent-v1:4162,,0.5714285714285714,"several headlines, one outlet: repetition or a real story?",2,1,dunya,global_risk,rate_decision,FED,2026-07-23,"Fed faiz kararı ne zaman, hangi gün açıklanıyor? || Temmuz Fed faiz kararı ne zaman, hangi gün açıklanacak?",,,,
multi_headline_single_source,event-cluster-transparent-v1:4300,,0.7142857142857143,"several headlines, one outlet: repetition or a real story?",2,1,sozcu_gundem,market_recap,,,2026-07-24,Borsa güne yükselişle başladı - 23 Temmuz 2026 || Borsa güne düşüşle başladı - 24 Temmuz 2026,,,,
multi_headline_single_source,event-cluster-transparent-v1:4554,,0.6428571428571429,"several headlines, one outlet: repetition or a real story?",3,1,cumhuriyet_ekonomi,market_recap,,FED,2026-07-30,"Altın yatırımcısının gözü Fed'de: Gram, çeyrek ve Cumhuriyet altını bugün ne kadar oldu? Güncel altın fiyatları 28 Temmuz 2026 Salı... || Altın yatırımcısının gözü açıklanacak kritik kararda: Gram, çeyrek ve Cumhuriyet altını bugün ne kadar oldu? Güncel altın fiyatları 29 Temmuz 2026 Çarşamba... || Altın fiyatları Fed sonrası tırmanışta: Gram, çeyrek ve Cumhuriyet altını bugün ne kadar oldu? Güncel altın fiyatları 30 Temmuz 2026 Perşembe...",,,,
